family_id,bairro,rua,localidade_tipo,n_membros,renda_total,renda_per_capita,recebe_bolsa_familia,recebe_bpc,tem_deficiencia,idade_responsavel,escolaridade_responsavel,tipo_moradia,agua,esgoto,sem_registro,nis_fake,lat,lon,faixa_renda,faixa_etaria_responsavel
FAM00509,ANGELIM,RUA FRANCISCO FERREIRA FONTENELES,URBANA,3,337,112.33,0,0,0,51,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100509,-3.621295,-39.500013,POBREZA,ADULTO (31-60)
FAM00510,ÁGUA FRIA,RUA DA IGREJA - ÁGUA FRIA,RURAL,3,624,208.0,0,0,0,18,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa séptica,0,NIS100510,-3.630437,-39.504017,POBREZA,ADULTO JOVEM (19-30)
FAM00511,ANGELIM,RUA 7 DE SETEMBRO - ANGELIM,URBANA,2,421,210.5,1,0,0,56,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100511,-3.62433,-39.501598,BAIXA RENDA,ADULTO (31-60)
FAM00512,ITAMARATY,RUA DO CRUZEIRO - ITAMARATY,URBANA,2,642,321.0,0,0,0,67,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100512,-3.620837,-39.501224,BAIXA RENDA,IDOSO (60+)
FAM00513,ALTO SÃO JOÃO,RUA PRINCIPAL,URBANA,3,498,166.0,0,0,0,37,FUNDAMENTAL COMPLETO,OUTRA,Rede geral,Rede coletora,0,NIS100513,-3.625255,-39.50323,POBREZA,ADULTO (31-60)
FAM00514,SOBRADINHO,RUA FRANCISCO FERREIRA FONTENELES - SOBRADINHO,RURAL,2,1059,529.5,0,0,0,50,FUNDAMENTAL INCOMPLETO,PALHA,Poço,Vala a céu aberto,0,NIS100514,-3.618653,-39.504962,BAIXA RENDA,ADULTO (31-60)
FAM00515,LAJEDOS,RUA DA ESCOLA - LAJEDOS,URBANA,6,270,45.0,1,0,0,63,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100515,-3.626507,-39.504014,EXTREMA POBREZA,IDOSO (60+)
FAM00516,ALTO SÃO JOÃO,RUA JOSÉ DE ALENCAR - ALTO SÃO JOÃO,URBANA,4,117,29.25,1,0,1,18,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100516,-3.625995,-39.502043,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00517,MUNDAÚ,AVENIDA CENTRAL,RURAL,3,187,62.33,0,0,0,33,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100517,-3.625732,-39.509727,EXTREMA POBREZA,ADULTO (31-60)
FAM00518,ITAMARATY,RUA FRANCISCO FERREIRA FONTENELES - ITAMARATY,URBANA,4,840,210.0,0,0,0,40,FUNDAMENTAL INCOMPLETO,OUTRA,Rede geral,Fossa séptica,0,NIS100518,-3.621289,-39.498099,POBREZA,ADULTO (31-60)
FAM00519,ANGELIM,RUA DO ESTÁDIO,URBANA,2,937,468.5,0,0,0,46,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100519,-3.623616,-39.500733,BAIXA RENDA,ADULTO (31-60)
FAM00520,ALTO SÃO JOÃO,RUA PRINCIPAL,URBANA,5,381,76.2,1,0,0,58,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100520,-3.627082,-39.500421,EXTREMA POBREZA,ADULTO (31-60)
FAM00521,BELA VISTA,TRAVESSA DO SOL - BELA VISTA,URBANA,2,1223,611.5,0,0,0,23,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100521,-3.618048,-39.502728,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00522,OURO,RUA PRINCIPAL - OURO,RURAL,4,335,83.75,1,0,0,50,MÉDIO COMPLETO,TAIPA REVESTIDA,Cisterna,Vala a céu aberto,0,NIS100522,-3.625039,-39.511435,EXTREMA POBREZA,ADULTO (31-60)
FAM00523,LAJEDOS,RUA DO CRUZEIRO - LAJEDOS,URBANA,4,545,136.25,1,0,0,75,MÉDIO COMPLETO,MADEIRA,Rede geral,Rede coletora,0,NIS100523,-3.626055,-39.504497,POBREZA,IDOSO (60+)
FAM00524,CENTRO,RUA DO COMÉRCIO - CENTRO,URBANA,4,314,78.5,1,0,0,41,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100524,-3.621799,-39.504227,EXTREMA POBREZA,ADULTO (31-60)
FAM00525,ITAMARATY,RUA NOSSA SENHORA - ITAMARATY,URBANA,3,251,83.67,1,0,0,43,SUPERIOR INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Fossa séptica,0,NIS100525,-3.619909,-39.500627,EXTREMA POBREZA,ADULTO (31-60)
FAM00526,PRATA DOS GALDINOS,RUA DA ESCOLA,RURAL,6,3713,618.83,0,0,0,18,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100526,-3.622783,-39.510341,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00527,BELA VISTA,RUA NOVA,URBANA,3,284,94.67,1,0,0,34,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100527,-3.619949,-39.503239,EXTREMA POBREZA,ADULTO (31-60)
FAM00528,APERTADA HORA,RUA DA IGREJA,RURAL,3,114,38.0,0,0,0,49,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100528,-3.628751,-39.506337,EXTREMA POBREZA,ADULTO (31-60)
FAM00529,NOVO ANGELIM,RUA SÃO PEDRO - NOVO ANGELIM,URBANA,4,1195,298.75,1,0,0,66,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100529,-3.623164,-39.50433,BAIXA RENDA,IDOSO (60+)
FAM00530,RETIRO,RUA NOSSA SENHORA - RETIRO,RURAL,5,1574,314.8,0,0,0,61,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100530,-3.619962,-39.513798,BAIXA RENDA,IDOSO (60+)
FAM00531,LAJEDOS,RUA NOVA - LAJEDOS,URBANA,2,2422,1211.0,0,0,0,44,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100531,-3.625998,-39.503953,ACIMA 1/2 SM,ADULTO (31-60)
FAM00532,CASINHAS,TRAVESSA DO SOL,URBANA,1,159,159.0,1,0,0,54,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100532,-3.625505,-39.500838,POBREZA,ADULTO (31-60)
FAM00533,ALTO SÃO JOÃO,RUA DO MERCADO,URBANA,4,296,74.0,1,0,0,46,MÉDIO COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100533,-3.623945,-39.503439,EXTREMA POBREZA,ADULTO (31-60)
FAM00534,MUNDAÚ,RUA DA ESCOLA - MUNDAÚ,RURAL,5,297,59.4,1,0,0,42,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Rede geral,Vala a céu aberto,0,NIS100534,-3.625096,-39.508016,EXTREMA POBREZA,ADULTO (31-60)
FAM00535,LAJEDOS,TRAVESSA DO SOL - LAJEDOS,URBANA,3,314,104.67,0,0,0,42,FUNDAMENTAL INCOMPLETO,MADEIRA,Poço,Rede coletora,0,NIS100535,-3.626655,-39.503165,EXTREMA POBREZA,ADULTO (31-60)
FAM00536,ANGELIM,RUA SÃO PEDRO - ANGELIM,URBANA,3,245,81.67,1,0,0,58,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Rede coletora,0,NIS100536,-3.621749,-39.501547,EXTREMA POBREZA,ADULTO (31-60)
FAM00537,LAJEDOS,RUA FRANCISCO FERREIRA FONTENELES - LAJEDOS,URBANA,7,1433,204.71,0,0,0,18,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100537,-3.625735,-39.503138,POBREZA,ADULTO JOVEM (19-30)
FAM00538,LAJEDOS,RUA 7 DE SETEMBRO - LAJEDOS,URBANA,3,4376,1458.67,0,0,0,33,SUPERIOR COMPLETO,MADEIRA,Poço,Fossa séptica,0,NIS100538,-3.624003,-39.505304,ACIMA 1/2 SM,ADULTO (31-60)
FAM00539,APERTADA HORA,RUA NOSSA SENHORA,RURAL,3,560,186.67,0,0,0,65,FUNDAMENTAL INCOMPLETO,PALHA,Poço,Fossa séptica,0,NIS100539,-3.62888,-39.504047,POBREZA,IDOSO (60+)
FAM00540,BARREIROS,RUA DO CRUZEIRO - BARREIROS,RURAL,3,114,38.0,1,0,0,18,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100540,-3.630217,-39.505361,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00541,BARREIROS,RUA DA ESCOLA,RURAL,5,709,141.8,0,0,0,40,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100541,-3.630031,-39.507692,POBREZA,ADULTO (31-60)
FAM00542,BELA VISTA,RUA DO COMÉRCIO,URBANA,4,488,122.0,1,0,0,40,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100542,-3.619996,-39.501005,POBREZA,ADULTO (31-60)
FAM00543,BELMONTE,RUA DO COMÉRCIO - BELMONTE,RURAL,4,972,243.0,0,0,0,41,NÃO SABE LER/ESCREVER,TAIPA NÃO REVESTIDA,Cisterna,Fossa séptica,0,NIS100543,-3.630039,-39.508364,BAIXA RENDA,ADULTO (31-60)
FAM00544,PEDRA FURADA,RUA PRINCIPAL - PEDRA FURADA,RURAL,2,1081,540.5,0,0,0,75,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa rudimentar,0,NIS100544,-3.62319,-39.508405,BAIXA RENDA,IDOSO (60+)
FAM00545,BANANAL,RUA FRANCISCO FERREIRA FONTENELES - BANANAL,RURAL,1,489,489.0,0,0,0,28,MÉDIO COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa séptica,0,NIS100545,-3.627845,-39.507269,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00546,NOVO ANGELIM,RUA JOSÉ DE ALENCAR,URBANA,3,1244,414.67,0,0,0,31,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100546,-3.62542,-39.504365,BAIXA RENDA,ADULTO (31-60)
FAM00547,LAJEDOS,RUA JOSÉ DE ALENCAR - LAJEDOS,URBANA,3,3222,1074.0,0,0,1,45,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100547,-3.626233,-39.50358,ACIMA 1/2 SM,ADULTO (31-60)
FAM00548,CANTO ESCURO,RUA FRANCISCO FERREIRA FONTENELES,RURAL,4,355,88.75,0,0,0,59,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100548,-3.628303,-39.511066,EXTREMA POBREZA,ADULTO (31-60)
FAM00549,BELMONTE,RUA DA ESCOLA - BELMONTE,RURAL,5,340,68.0,1,0,0,33,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100549,-3.631416,-39.507263,EXTREMA POBREZA,ADULTO (31-60)
FAM00550,SÃO JOÃO,RUA DA ESCOLA,RURAL,3,629,209.67,0,0,0,54,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Rede geral,Fossa séptica,0,NIS100550,-3.615951,-39.509349,POBREZA,ADULTO (31-60)
FAM00551,ALTO SÃO JOÃO,RUA PRINCIPAL - ALTO SÃO JOÃO,URBANA,4,2932,733.0,0,0,0,35,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Rede coletora,0,NIS100551,-3.6256,-39.502301,ACIMA 1/2 SM,ADULTO (31-60)
FAM00552,SANTA ÚRSULA,RUA NOVA - SANTA ÚRSULA,RURAL,2,795,397.5,1,0,0,48,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Fossa rudimentar,0,NIS100552,-3.618516,-39.508771,BAIXA RENDA,ADULTO (31-60)
FAM00553,BOM JESUS,RUA NOSSA SENHORA - BOM JESUS,RURAL,5,1027,205.4,0,0,0,27,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100553,-3.627132,-39.507329,POBREZA,ADULTO JOVEM (19-30)
FAM00554,LAJEDOS,RUA DO CRUZEIRO - LAJEDOS,URBANA,7,246,35.14,1,0,0,62,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100554,-3.626105,-39.504996,EXTREMA POBREZA,IDOSO (60+)
FAM00555,ALTO DA COLINA,TRAVESSA DO SOL - ALTO DA COLINA,URBANA,2,163,81.5,1,0,0,42,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100555,-3.622835,-39.502895,EXTREMA POBREZA,ADULTO (31-60)
FAM00556,BELA VISTA,RUA DA IGREJA - BELA VISTA,URBANA,7,256,36.57,1,0,0,55,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa séptica,0,NIS100556,-3.621625,-39.502065,EXTREMA POBREZA,ADULTO (31-60)
FAM00557,ALTO DA COLINA,RUA DO CRUZEIRO,URBANA,2,393,196.5,0,0,0,36,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100557,-3.623249,-39.504051,POBREZA,ADULTO (31-60)
FAM00558,BAIXA GRANDE,RUA DO MERCADO - BAIXA GRANDE,RURAL,3,686,228.67,0,0,0,53,FUNDAMENTAL INCOMPLETO,PALHA,Poço,Fossa séptica,0,NIS100558,-3.633329,-39.504814,BAIXA RENDA,ADULTO (31-60)
FAM00559,ANGELIM,RUA DO ESTÁDIO,URBANA,6,356,59.33,1,1,0,50,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100559,-3.623098,-39.50236,EXTREMA POBREZA,ADULTO (31-60)
FAM00560,ITAMARATY,RUA PRINCIPAL - ITAMARATY,URBANA,3,767,255.67,0,0,0,26,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100560,-3.620868,-39.502901,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00561,CENTRO,RUA DO COMÉRCIO,URBANA,3,569,189.67,0,0,0,24,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100561,-3.620809,-39.506212,POBREZA,ADULTO JOVEM (19-30)
FAM00562,SÍTIO PAU ALTO,RUA DA ESCOLA,RURAL,2,1188,594.0,0,0,0,40,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa rudimentar,0,NIS100562,-3.616021,-39.50485,BAIXA RENDA,ADULTO (31-60)
FAM00563,LAJEDOS,RUA 7 DE SETEMBRO - LAJEDOS,URBANA,2,155,77.5,0,0,0,23,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100563,-3.624983,-39.502476,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00564,SÍTIO PIRAPORA,RUA SÃO PEDRO,RURAL,2,2796,1398.0,0,0,0,42,FUNDAMENTAL COMPLETO,PALHA,Poço,Fossa séptica,0,NIS100564,-3.620039,-39.505525,ACIMA 1/2 SM,ADULTO (31-60)
FAM00565,ANGELIM,RUA JOSÉ DE ALENCAR - ANGELIM,URBANA,2,434,217.0,0,0,0,34,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100565,-3.623192,-39.502811,BAIXA RENDA,ADULTO (31-60)
FAM00566,BELA VISTA,RUA JOSÉ DE ALENCAR,URBANA,4,693,173.25,1,0,0,33,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100566,-3.619526,-39.502158,POBREZA,ADULTO (31-60)
FAM00567,SÃO JOÃO,RUA DA ESCOLA - SÃO JOÃO,RURAL,3,1098,366.0,0,0,0,56,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100567,-3.618435,-39.508982,BAIXA RENDA,ADULTO (31-60)
FAM00568,NOVO ANGELIM,RUA DA ESCOLA,URBANA,3,1160,386.67,0,0,0,18,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100568,-3.624745,-39.503442,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00569,CASINHAS,RUA DA IGREJA - CASINHAS,URBANA,3,369,123.0,1,0,0,28,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100569,-3.624098,-39.499045,POBREZA,ADULTO JOVEM (19-30)
FAM00570,OURO,RUA JOSÉ DE ALENCAR - OURO,RURAL,4,615,153.75,1,0,1,60,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100570,-3.622121,-39.511801,POBREZA,IDOSO (60+)
FAM00571,BELA VISTA,RUA SÃO PEDRO - BELA VISTA,URBANA,3,848,282.67,0,0,0,43,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100571,-3.621712,-39.503884,BAIXA RENDA,ADULTO (31-60)
FAM00572,CENTRO,RUA DO MERCADO,URBANA,7,78,11.14,0,0,0,25,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100572,-3.620901,-39.503984,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00573,NOVO ANGELIM,RUA 7 DE SETEMBRO - NOVO ANGELIM,URBANA,1,78,78.0,1,0,0,32,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100573,-3.623837,-39.504199,EXTREMA POBREZA,ADULTO (31-60)
FAM00574,CARRAPATO,RUA SÃO PEDRO - CARRAPATO,RURAL,5,277,55.4,0,0,0,47,SUPERIOR COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100574,-3.628511,-39.509924,EXTREMA POBREZA,ADULTO (31-60)
FAM00575,BOM JESUS,RUA FRANCISCO FERREIRA FONTENELES - BOM JESUS,RURAL,3,178,59.33,1,0,0,54,MÉDIO COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100575,-3.627632,-39.508607,EXTREMA POBREZA,ADULTO (31-60)
FAM00576,BELA VISTA,RUA NOVA,URBANA,2,971,485.5,0,0,0,43,FUNDAMENTAL INCOMPLETO,OUTRA,Cisterna,Fossa séptica,0,NIS100576,-3.621429,-39.501646,BAIXA RENDA,ADULTO (31-60)
FAM00577,LAJEDOS,RUA SÃO PEDRO - LAJEDOS,URBANA,5,3573,714.6,0,0,0,18,SUPERIOR COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100577,-3.626182,-39.503823,ACIMA 1/2 SM,ADULTO JOVEM (19-30)
FAM00578,CENTRO,RUA NOSSA SENHORA - CENTRO,URBANA,1,541,541.0,0,0,0,18,FUNDAMENTAL COMPLETO,MADEIRA,Rede geral,Rede coletora,0,NIS100578,-3.620375,-39.504333,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00579,SANTA ÚRSULA,RUA DO ESTÁDIO,RURAL,8,200,25.0,1,0,0,43,MÉDIO COMPLETO,TAIPA REVESTIDA,Cisterna,Vala a céu aberto,0,NIS100579,-3.618591,-39.5082,EXTREMA POBREZA,ADULTO (31-60)
FAM00580,BOM JESUS,RUA SÃO PEDRO - BOM JESUS,RURAL,4,442,110.5,0,0,0,62,FUNDAMENTAL COMPLETO,PALHA,Cisterna,Fossa rudimentar,1,NIS100580,-3.627196,-39.507285,POBREZA,IDOSO (60+)
FAM00581,ÁGUA FRIA,RUA NOSSA SENHORA,RURAL,6,278,46.33,0,0,0,46,FUNDAMENTAL COMPLETO,PALHA,Poço,Fossa séptica,0,NIS100581,-3.629658,-39.500782,EXTREMA POBREZA,ADULTO (31-60)
FAM00582,ITAMARATY,RUA JOSÉ DE ALENCAR - ITAMARATY,URBANA,3,587,195.67,1,0,0,39,FUNDAMENTAL COMPLETO,MADEIRA,Poço,Fossa séptica,0,NIS100582,-3.620056,-39.502493,POBREZA,ADULTO (31-60)
FAM00583,CASINHAS,RUA DO CRUZEIRO - CASINHAS,URBANA,4,1769,442.25,0,0,1,30,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100583,-3.627398,-39.500786,BAIXA RENDA,ADULTO (31-60)
FAM00584,MUNDAÚ,RUA DO MERCADO - MUNDAÚ,RURAL,5,1186,237.2,0,0,1,55,FUNDAMENTAL INCOMPLETO,PALHA,Cisterna,Vala a céu aberto,0,NIS100584,-3.624761,-39.508625,BAIXA RENDA,ADULTO (31-60)
FAM00585,BOM JESUS,RUA DO COMÉRCIO - BOM JESUS,RURAL,2,200,100.0,0,0,0,72,SUPERIOR INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100585,-3.627797,-39.50766,EXTREMA POBREZA,IDOSO (60+)
FAM00586,LAJEDOS,TRAVESSA DO SOL,URBANA,6,404,67.33,0,0,0,37,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100586,-3.626779,-39.50468,EXTREMA POBREZA,ADULTO (31-60)
FAM00587,ALTO SÃO JOÃO,RUA PRINCIPAL - ALTO SÃO JOÃO,URBANA,4,838,209.5,0,0,0,18,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100587,-3.623761,-39.499602,POBREZA,ADULTO JOVEM (19-30)
FAM00588,ALTO SÃO JOÃO,AVENIDA CENTRAL - ALTO SÃO JOÃO,URBANA,4,2294,573.5,0,0,0,49,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100588,-3.624002,-39.501562,BAIXA RENDA,ADULTO (31-60)
FAM00589,JENIPAPO,AVENIDA CENTRAL,RURAL,3,115,38.33,0,0,1,54,SUPERIOR INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100589,-3.624832,-39.513235,EXTREMA POBREZA,ADULTO (31-60)
FAM00590,VOLTA,RUA DO CRUZEIRO,URBANA,6,438,73.0,0,0,0,50,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100590,-3.62264,-39.498653,EXTREMA POBREZA,ADULTO (31-60)
FAM00591,APERTADA HORA,RUA DO ESTÁDIO,RURAL,6,511,85.17,1,0,0,18,NÃO SABE LER/ESCREVER,TAIPA REVESTIDA,Poço,Fossa rudimentar,1,NIS100591,-3.629583,-39.504143,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00592,BANANAL,AVENIDA CENTRAL,RURAL,5,645,129.0,1,0,0,52,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa séptica,0,NIS100592,-3.626611,-39.504944,POBREZA,ADULTO (31-60)
FAM00593,NOVO ANGELIM,RUA 7 DE SETEMBRO - NOVO ANGELIM,URBANA,5,1117,223.4,0,0,0,40,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100593,-3.625814,-39.502948,BAIXA RENDA,ADULTO (31-60)
FAM00594,ALTO SÃO JOÃO,RUA DA ESCOLA,URBANA,5,503,100.6,1,0,0,65,MÉDIO COMPLETO,MADEIRA,Poço,Rede coletora,0,NIS100594,-3.623936,-39.499405,EXTREMA POBREZA,IDOSO (60+)
FAM00595,SANTA ÚRSULA,TRAVESSA DO SOL - SANTA ÚRSULA,RURAL,1,1909,1909.0,0,0,0,52,FUNDAMENTAL COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100595,-3.618307,-39.508269,ACIMA 1/2 SM,ADULTO (31-60)
FAM00596,CASINHAS,RUA FRANCISCO FERREIRA FONTENELES - CASINHAS,URBANA,7,581,83.0,1,0,0,42,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100596,-3.626892,-39.498,EXTREMA POBREZA,ADULTO (31-60)
FAM00597,ALTO SÃO JOÃO,RUA PRINCIPAL - ALTO SÃO JOÃO,URBANA,2,240,120.0,0,0,1,45,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100597,-3.623649,-39.500597,POBREZA,ADULTO (31-60)
FAM00598,CARRAPATO,RUA DA ESCOLA - CARRAPATO,RURAL,4,298,74.5,1,0,1,41,NÃO SABE LER/ESCREVER,TAIPA REVESTIDA,Cisterna,Fossa séptica,0,NIS100598,-3.627852,-39.51081,EXTREMA POBREZA,ADULTO (31-60)
FAM00599,CARRAPATO,RUA PRINCIPAL - CARRAPATO,RURAL,6,1099,183.17,1,0,0,38,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100599,-3.627009,-39.510402,POBREZA,ADULTO (31-60)
FAM00600,NOVO ANGELIM,RUA DO ESTÁDIO - NOVO ANGELIM,URBANA,6,404,67.33,1,0,0,27,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100600,-3.624785,-39.501891,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00601,PARAÍSO,RUA DO ESTÁDIO,RURAL,5,60,12.0,1,0,0,33,FUNDAMENTAL INCOMPLETO,PALHA,Poço,Vala a céu aberto,0,NIS100601,-3.621775,-39.512439,EXTREMA POBREZA,ADULTO (31-60)
FAM00602,CENTRO,RUA DO CRUZEIRO - CENTRO,URBANA,4,305,76.25,1,0,1,29,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100602,-3.621611,-39.505618,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00603,SOBRADINHO,RUA DA IGREJA,RURAL,4,729,182.25,0,0,1,18,FUNDAMENTAL INCOMPLETO,PALHA,Cisterna,Vala a céu aberto,0,NIS100603,-3.620366,-39.504951,POBREZA,ADULTO JOVEM (19-30)
FAM00604,ALTO SÃO JOÃO,TRAVESSA DO SOL - ALTO SÃO JOÃO,URBANA,6,1770,295.0,1,0,0,40,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100604,-3.624847,-39.502026,BAIXA RENDA,ADULTO (31-60)
