family_id,bairro,rua,localidade_tipo,n_membros,renda_total,renda_per_capita,recebe_bolsa_familia,recebe_bpc,tem_deficiencia,idade_responsavel,escolaridade_responsavel,tipo_moradia,agua,esgoto,sem_registro,nis_fake,lat,lon
FAM00281,Açude dos Vianas,Rua Principal - Açude dos Vianas,rural,1,448,448.0,0,1,0,35,Médio completo,Taipa revestida,Poço,Fossa séptica,0,NIS100281,-3.627207,-39.502623
FAM00282,Angelim,Rua do Comércio,urbana,5,616,123.2,1,0,1,19,Superior completo,Madeira,Rede geral,Fossa séptica,0,NIS100282,-3.621832,-39.502083
FAM00283,Lajedos,Rua da Escola - Lajedos,urbana,3,609,203.0,0,0,0,23,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100283,-3.625928,-39.504152
FAM00284,Centro,Rua Principal - Centro,urbana,2,349,174.5,1,0,0,46,Fundamental completo,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100284,-3.621208,-39.505039
FAM00285,Lajedos,Travessa do Sol,urbana,1,2024,2024.0,0,0,0,42,Superior incompleto,Madeira,Poço,Fossa séptica,0,NIS100285,-3.626995,-39.503666
FAM00286,Ferrão,Rua 7 de Setembro - Ferrão,rural,3,1810,603.33,0,0,0,42,Médio completo,Palha,Poço,Fossa rudimentar,0,NIS100286,-3.626327,-39.508969
FAM00287,Volta,Travessa do Sol - Volta,urbana,7,708,101.14,1,0,0,34,Fundamental incompleto,Outra,Rede geral,Fossa séptica,0,NIS100287,-3.622231,-39.498955
FAM00288,Lajedos,Rua da Igreja - Lajedos,urbana,3,140,46.67,1,0,0,60,Fundamental incompleto,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100288,-3.624169,-39.502997
FAM00289,Bela Vista,Travessa do Sol,urbana,3,1753,584.33,0,0,1,39,Fundamental incompleto,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100289,-3.622111,-39.502234
FAM00290,Lajedos,Rua Nova - Lajedos,urbana,2,304,152.0,1,0,0,38,Superior incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100290,-3.625458,-39.502172
FAM00291,Bom Jesus,Rua Francisco Ferreira Fonteneles - Bom Jesus,rural,4,323,80.75,0,0,0,35,Superior incompleto,Taipa revestida,Poço,Fossa séptica,0,NIS100291,-3.628438,-39.507926
FAM00292,São João,Travessa do Sol,rural,4,644,161.0,0,0,0,40,Fundamental completo,Taipa não revestida,Poço,Vala a céu aberto,0,NIS100292,-3.618072,-39.507878
FAM00293,Açude dos Vianas,Rua da Igreja,rural,4,999,249.75,0,0,0,50,Médio completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100293,-3.626898,-39.503338
FAM00294,Casinhas,Rua do Cruzeiro - Casinhas,urbana,3,444,148.0,0,0,0,65,Fundamental incompleto,Outra,Rede geral,Vala a céu aberto,0,NIS100294,-3.627166,-39.501501
FAM00295,Alto da Colina,Avenida Central - Alto da Colina,urbana,1,970,970.0,0,0,0,25,Médio completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100295,-3.621676,-39.505016
FAM00296,Novo Angelim,Rua Principal,urbana,2,1221,610.5,0,0,0,34,Fundamental completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100296,-3.62465,-39.504672
FAM00297,Volta,Rua São Pedro,urbana,4,172,43.0,1,0,0,49,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100297,-3.623363,-39.498667
FAM00298,Volta,Rua do Cruzeiro - Volta,urbana,5,354,70.8,0,0,0,32,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100298,-3.622906,-39.497989
FAM00299,Bela Vista,Rua 7 de Setembro,urbana,4,394,98.5,1,0,0,77,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100299,-3.622404,-39.503296
FAM00300,Angelim,Rua da Igreja - Angelim,urbana,7,495,70.71,1,0,0,53,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100300,-3.623698,-39.501617
FAM00301,Canto Escuro,Rua do Cruzeiro - Canto Escuro,rural,4,450,112.5,1,0,0,19,Fundamental completo,Taipa revestida,Poço,Vala a céu aberto,0,NIS100301,-3.629251,-39.50913
FAM00302,Novo Angelim,Avenida Central - Novo Angelim,urbana,6,1422,237.0,0,0,0,39,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100302,-3.625151,-39.503653
FAM00303,Guaribuna,Rua 7 de Setembro,rural,7,634,90.57,1,0,0,56,Médio completo,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100303,-3.626402,-39.511588
FAM00304,Canto Escuro,Rua da Igreja,rural,4,246,61.5,1,0,0,24,Médio completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100304,-3.627806,-39.509134
FAM00305,Itamaraty,Rua Nova - Itamaraty,urbana,4,314,78.5,1,0,0,61,Médio completo,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100305,-3.62139,-39.499605
FAM00306,Novo Angelim,Rua do Cruzeiro,urbana,4,818,204.5,1,0,0,23,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100306,-3.622691,-39.505305
FAM00307,Novo Angelim,Rua do Cruzeiro - Novo Angelim,urbana,4,529,132.25,0,0,0,42,Fundamental incompleto,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100307,-3.625468,-39.501973
FAM00308,Serra do Sítio,Rua do Mercado - Serra do Sítio,rural,3,1231,410.33,0,0,0,52,Superior incompleto,Taipa revestida,Cisterna,Fossa séptica,0,NIS100308,-3.619929,-39.506095
FAM00309,Bananal,Rua São Pedro - Bananal,rural,5,1273,254.6,0,0,0,39,Fundamental incompleto,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100309,-3.627462,-39.50818
FAM00310,Lajedos,Rua da Escola - Lajedos,urbana,3,549,183.0,0,0,0,33,Médio completo,Alvenaria com revestimento,Rede geral,Fossa séptica,1,NIS100310,-3.624708,-39.502553
FAM00311,Novo Angelim,Rua da Igreja - Novo Angelim,urbana,7,523,74.71,1,0,0,18,Superior incompleto,Alvenaria sem revestimento,Rede geral,Fossa séptica,0,NIS100311,-3.624885,-39.50315
FAM00312,Sítio Pirapora,Rua Francisco Ferreira Fonteneles - Sítio Pirapora,rural,2,68,34.0,1,0,0,60,Médio completo,Taipa revestida,Cisterna,Fossa séptica,0,NIS100312,-3.621786,-39.504716
FAM00313,Angelim,Rua da Escola - Angelim,urbana,3,429,143.0,1,0,0,63,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100313,-3.621021,-39.501929
FAM00314,Barreiros,Travessa do Sol - Barreiros,rural,2,205,102.5,1,0,0,55,Fundamental incompleto,Taipa revestida,Poço,Fossa séptica,1,NIS100314,-3.628782,-39.506785
FAM00315,Lajedos,Rua São Pedro - Lajedos,urbana,4,1101,275.25,0,0,0,38,Médio completo,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100315,-3.625534,-39.504915
FAM00316,Volta,Rua José de Alencar - Volta,urbana,4,241,60.25,1,0,1,44,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100316,-3.622615,-39.501296
FAM00317,Mundaú,Rua José de Alencar - Mundaú,rural,5,369,73.8,1,0,0,42,Fundamental incompleto,Taipa não revestida,Cisterna,Fossa séptica,0,NIS100317,-3.624573,-39.508191
FAM00318,Santa Úrsula,Rua Nova - Santa Úrsula,rural,4,564,141.0,1,0,0,69,Superior completo,Palha,Poço,Fossa séptica,0,NIS100318,-3.618452,-39.508992
FAM00319,Casinhas,Rua José de Alencar - Casinhas,urbana,5,249,49.8,0,0,0,31,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100319,-3.62661,-39.500981
FAM00320,Sítio Pau Alto,Rua do Mercado - Sítio Pau Alto,rural,5,249,49.8,1,0,0,38,Fundamental completo,Taipa não revestida,Cisterna,Fossa rudimentar,0,NIS100320,-3.617342,-39.504973
FAM00321,Itamaraty,Rua do Cruzeiro - Itamaraty,urbana,5,1148,229.6,0,0,0,29,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100321,-3.620269,-39.500295
FAM00322,Bela Vista,Rua da Escola - Bela Vista,urbana,8,993,124.12,0,0,0,26,Médio completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100322,-3.622199,-39.503033
FAM00323,Casinhas,Rua do Cruzeiro,urbana,2,296,148.0,1,0,0,26,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100323,-3.628127,-39.501487
FAM00324,Santa Maria,Rua São Pedro,rural,5,177,35.4,1,0,0,29,Fundamental completo,Palha,Cisterna,Vala a céu aberto,0,NIS100324,-3.621936,-39.508417
FAM00325,Volta,Rua Principal,urbana,5,1145,229.0,0,0,0,33,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100325,-3.62294,-39.500082
FAM00326,Alto da Colina,Rua do Cruzeiro - Alto da Colina,urbana,4,1069,267.25,0,0,0,18,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100326,-3.624962,-39.503636
FAM00327,Angelim,Rua Nova - Angelim,urbana,2,286,143.0,1,0,0,46,Médio completo,Alvenaria sem revestimento,Poço,Rede coletora,0,NIS100327,-3.62336,-39.501553
FAM00328,Sítio Pau Alto,Rua Nova - Sítio Pau Alto,rural,4,704,176.0,0,0,1,18,Fundamental incompleto,Palha,Cisterna,Fossa rudimentar,0,NIS100328,-3.616987,-39.506243
FAM00329,Baixa Grande,Rua Francisco Ferreira Fonteneles,rural,4,342,85.5,0,0,0,33,Fundamental completo,Alvenaria com revestimento,Cisterna,Vala a céu aberto,0,NIS100329,-3.631984,-39.505974
FAM00330,Água Fria,Rua Nova - Água Fria,rural,5,979,195.8,1,0,0,49,Superior completo,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100330,-3.629725,-39.501063
FAM00331,Alto São João,Rua São Pedro - Alto São João,urbana,5,352,70.4,1,1,0,67,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100331,-3.625638,-39.503723
FAM00332,Bela Vista,Rua José de Alencar,urbana,5,202,40.4,0,0,0,54,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100332,-3.620488,-39.503386
FAM00333,Jenipapo,Rua do Mercado - Jenipapo,rural,4,652,163.0,0,0,1,19,Fundamental incompleto,Taipa revestida,Rede geral,Vala a céu aberto,0,NIS100333,-3.627041,-39.513015
FAM00334,Santa Maria,Rua São Pedro - Santa Maria,rural,2,317,158.5,0,0,0,35,Não sabe ler/escrever,Taipa não revestida,Cisterna,Fossa rudimentar,0,NIS100334,-3.623467,-39.507647
FAM00335,Alto da Colina,Rua 7 de Setembro,urbana,4,2001,500.25,0,0,0,49,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100335,-3.622603,-39.5024
FAM00336,São João,Travessa do Sol,rural,5,875,175.0,1,0,0,48,Fundamental incompleto,Palha,Poço,Vala a céu aberto,0,NIS100336,-3.617713,-39.510475
FAM00337,Ouro,Travessa do Sol - Ouro,rural,2,494,247.0,0,0,0,64,Superior incompleto,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100337,-3.626143,-39.512578
FAM00338,Belmonte,Rua do Comércio - Belmonte,rural,3,1077,359.0,0,0,0,18,Fundamental incompleto,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100338,-3.630256,-39.508512
FAM00339,Santa Maria,Rua 7 de Setembro - Santa Maria,rural,2,294,147.0,1,0,0,38,Fundamental incompleto,Taipa revestida,Poço,Fossa séptica,0,NIS100339,-3.622404,-39.507235
FAM00340,Açude dos Vianas,Rua do Mercado - Açude dos Vianas,rural,5,1250,250.0,0,0,0,62,Fundamental incompleto,Taipa revestida,Poço,Vala a céu aberto,0,NIS100340,-3.626742,-39.503239
FAM00341,Bela Vista,Rua Nossa Senhora,urbana,6,1941,323.5,1,0,0,22,Fundamental completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100341,-3.620815,-39.502882
FAM00342,Novo Angelim,Rua Nova,urbana,4,208,52.0,1,0,0,54,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100342,-3.625266,-39.503174
FAM00343,Itamaraty,Rua Nossa Senhora,urbana,3,266,88.67,0,0,0,30,Fundamental completo,Outra,Cisterna,Rede coletora,0,NIS100343,-3.620797,-39.500958
FAM00344,Casinhas,Rua José de Alencar,urbana,3,392,130.67,1,0,0,32,Superior completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100344,-3.62661,-39.500874
FAM00345,Água Fria,Rua da Igreja - Água Fria,rural,6,2437,406.17,0,0,0,35,Médio completo,Taipa revestida,Poço,Fossa séptica,0,NIS100345,-3.629877,-39.500618
FAM00346,Belmonte,Rua do Mercado - Belmonte,rural,6,2338,389.67,1,0,0,21,Fundamental completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100346,-3.630846,-39.510462
FAM00347,Bela Vista,Rua José de Alencar,urbana,6,388,64.67,1,1,0,56,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100347,-3.621169,-39.501099
FAM00348,Baixa Grande,Rua Nossa Senhora - Baixa Grande,rural,5,145,29.0,1,0,0,47,Fundamental incompleto,Palha,Cisterna,Fossa rudimentar,0,NIS100348,-3.630561,-39.50623
FAM00349,Alto São João,Rua do Cruzeiro,urbana,4,5955,1488.75,0,0,0,33,Superior incompleto,Alvenaria sem revestimento,Rede geral,Fossa séptica,0,NIS100349,-3.625536,-39.500878
FAM00350,Paraíso,Rua da Igreja - Paraíso,rural,4,187,46.75,1,0,0,43,Fundamental incompleto,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100350,-3.62337,-39.511563
FAM00351,Lajedos,Avenida Central - Lajedos,urbana,8,162,20.25,1,0,0,55,Fundamental completo,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100351,-3.624917,-39.503574
FAM00352,Alto São João,Rua São Pedro - Alto São João,urbana,3,1105,368.33,0,0,1,57,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100352,-3.624336,-39.500978
FAM00353,Casinhas,Travessa do Sol - Casinhas,urbana,5,319,63.8,0,0,0,43,Fundamental completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100353,-3.625864,-39.499928
FAM00354,Sítio Pirapora,Rua do Mercado - Sítio Pirapora,rural,7,766,109.43,1,0,1,49,Fundamental incompleto,Palha,Cisterna,Fossa rudimentar,0,NIS100354,-3.62063,-39.505398
FAM00355,Pedra Furada,Rua José de Alencar,rural,1,79,79.0,1,0,0,71,Fundamental completo,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100355,-3.622817,-39.508217
FAM00356,Itamaraty,Rua 7 de Setembro,urbana,4,586,146.5,0,0,0,32,Fundamental incompleto,Alvenaria sem revestimento,Poço,Vala a céu aberto,0,NIS100356,-3.621069,-39.500561
FAM00357,Alto São João,Rua José de Alencar,urbana,6,834,139.0,1,0,0,36,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100357,-3.624616,-39.50112
FAM00358,Angelim,Rua Nossa Senhora,urbana,4,412,103.0,0,0,0,27,Fundamental incompleto,Alvenaria sem revestimento,Poço,Rede coletora,0,NIS100358,-3.625154,-39.500803
FAM00359,Belmonte,Rua do Estádio - Belmonte,rural,4,1462,365.5,0,0,0,41,Médio completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100359,-3.631179,-39.508842
FAM00360,Santa Maria,Rua da Escola - Santa Maria,rural,2,90,45.0,0,0,0,36,Não sabe ler/escrever,Taipa revestida,Poço,Fossa séptica,0,NIS100360,-3.622179,-39.509905
FAM00361,Sítio Oiticica,Rua Nossa Senhora - Sítio Oiticica,rural,5,468,93.6,0,0,1,37,Médio completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100361,-3.617903,-39.507429
FAM00362,Casinhas,Rua José de Alencar,urbana,2,480,240.0,0,0,0,23,Fundamental incompleto,Alvenaria com revestimento,Cisterna,Vala a céu aberto,0,NIS100362,-3.625951,-39.501076
FAM00363,Alto da Colina,Rua da Escola - Alto da Colina,urbana,1,516,516.0,0,0,0,62,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100363,-3.62224,-39.503825
FAM00364,Mundaú,Rua Principal,rural,4,237,59.25,0,0,0,37,Médio completo,Palha,Poço,Fossa rudimentar,0,NIS100364,-3.623697,-39.508421
FAM00365,Angelim,Rua Nova,urbana,2,192,96.0,1,1,1,30,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100365,-3.619757,-39.500226
FAM00366,Angelim,Avenida Central - Angelim,urbana,2,1077,538.5,0,0,0,18,Fundamental incompleto,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100366,-3.62184,-39.500212
FAM00367,Carrapato,Rua do Mercado,rural,5,324,64.8,1,0,0,33,Médio completo,Taipa revestida,Poço,Fossa séptica,0,NIS100367,-3.629952,-39.512599
FAM00368,Casinhas,Rua Principal - Casinhas,urbana,4,392,98.0,1,0,0,28,Fundamental incompleto,Alvenaria sem revestimento,Poço,Rede coletora,0,NIS100368,-3.627316,-39.501043
FAM00369,Itamaraty,Rua do Comércio,urbana,2,1634,817.0,0,0,0,18,Superior incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100369,-3.618537,-39.500354
FAM00370,Belmonte,Travessa do Sol,rural,2,887,443.5,0,0,0,54,Fundamental incompleto,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100370,-3.631373,-39.507899
FAM00371,Itamaraty,Rua 7 de Setembro,urbana,2,699,349.5,0,0,1,42,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100371,-3.620941,-39.501994
FAM00372,Barreiros,Rua Principal - Barreiros,rural,5,1951,390.2,0,0,0,47,Médio completo,Taipa revestida,Poço,Vala a céu aberto,0,NIS100372,-3.629301,-39.50674
FAM00373,Jenipapo,Travessa do Sol,rural,3,602,200.67,0,0,0,36,Fundamental incompleto,Palha,Poço,Fossa rudimentar,0,NIS100373,-3.624784,-39.512999
FAM00374,Volta,Rua da Igreja - Volta,urbana,5,214,42.8,1,0,0,28,Superior incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100374,-3.623528,-39.49887
FAM00375,Alto São João,Travessa do Sol - Alto São João,urbana,1,653,653.0,0,0,0,66,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100375,-3.624239,-39.501017
FAM00376,Centro,Rua Nova - Centro,urbana,3,519,173.0,0,0,0,45,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100376,-3.621639,-39.504228
FAM00377,Novo Angelim,Travessa do Sol - Novo Angelim,urbana,3,53,17.67,1,0,0,18,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100377,-3.623639,-39.502855
FAM00378,Sítio Oiticica,Rua São Pedro,rural,4,323,80.75,1,0,0,42,Fundamental incompleto,Taipa não revestida,Cisterna,Fossa séptica,0,NIS100378,-3.618396,-39.505484
FAM00379,São João,Rua Francisco Ferreira Fonteneles - São João,rural,4,271,67.75,0,0,1,18,Médio completo,Palha,Cisterna,Fossa rudimentar,0,NIS100379,-3.61697,-39.508861
FAM00380,Lajedos,Travessa do Sol - Lajedos,urbana,6,157,26.17,1,0,0,35,Fundamental completo,Alvenaria com revestimento,Cisterna,Fossa séptica,0,NIS100380,-3.626957,-39.504045
FAM00381,Ouro,Rua Francisco Ferreira Fonteneles,rural,3,2058,686.0,0,0,0,51,Superior incompleto,Alvenaria com revestimento,Poço,Fossa séptica,0,NIS100381,-3.623017,-39.509059
FAM00382,Ferrão,Rua da Escola - Ferrão,rural,2,1457,728.5,0,0,0,44,Superior completo,Taipa não revestida,Poço,Vala a céu aberto,0,NIS100382,-3.625055,-39.509967
FAM00383,Sítio Oiticica,Travessa do Sol - Sítio Oiticica,rural,5,519,103.8,0,0,0,32,Não sabe ler/escrever,Alvenaria com revestimento,Cisterna,Fossa séptica,0,NIS100383,-3.620254,-39.506509
FAM00384,Novo Angelim,Rua da Igreja - Novo Angelim,urbana,4,4045,1011.25,0,0,0,37,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100384,-3.62575,-39.503829
FAM00385,Serra do Sítio,Rua 7 de Setembro - Serra do Sítio,rural,3,274,91.33,0,0,0,50,Fundamental incompleto,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100385,-3.620887,-39.506527
FAM00386,Casinhas,Rua Nossa Senhora - Casinhas,urbana,6,330,55.0,0,0,1,34,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100386,-3.625912,-39.499766
FAM00387,Retiro,Rua do Mercado - Retiro,rural,2,1011,505.5,0,0,0,25,Médio completo,Taipa não revestida,Cisterna,Fossa rudimentar,0,NIS100387,-3.619516,-39.508775
FAM00388,Alto da Colina,Rua José de Alencar - Alto da Colina,urbana,3,4895,1631.67,0,0,0,51,Não sabe ler/escrever,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100388,-3.622616,-39.504957
FAM00389,Alto da Colina,Rua da Escola - Alto da Colina,urbana,5,77,15.4,1,0,1,57,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100389,-3.621885,-39.505639
FAM00390,Jenipapo,Rua José de Alencar,rural,5,620,124.0,1,0,0,33,Fundamental completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100390,-3.627009,-39.512189
FAM00391,Centro,Travessa do Sol - Centro,urbana,6,1212,202.0,0,0,0,76,Fundamental completo,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100391,-3.621434,-39.504122
FAM00392,Volta,Rua do Cruzeiro - Volta,urbana,2,230,115.0,1,0,0,50,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100392,-3.622812,-39.498478
FAM00393,Novo Angelim,Rua 7 de Setembro,urbana,4,705,176.25,1,0,1,29,Fundamental completo,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100393,-3.623398,-39.503406
FAM00394,Itamaraty,Rua do Estádio - Itamaraty,urbana,6,651,108.5,1,0,0,51,Médio completo,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100394,-3.620613,-39.501398
FAM00395,Alto São João,Rua do Mercado - Alto São João,urbana,3,746,248.67,0,0,0,46,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100395,-3.626623,-39.50078
FAM00396,Itamaraty,Rua São Pedro - Itamaraty,urbana,5,783,156.6,1,0,0,36,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100396,-3.619174,-39.50006
FAM00397,Casinhas,Rua Francisco Ferreira Fonteneles,urbana,5,1351,270.2,0,0,0,34,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100397,-3.626123,-39.499611
FAM00398,Novo Angelim,Rua São Pedro - Novo Angelim,urbana,5,636,127.2,1,0,0,45,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100398,-3.625175,-39.503205
FAM00399,Lajedos,Rua do Cruzeiro - Lajedos,urbana,7,419,59.86,1,0,0,61,Fundamental incompleto,Madeira,Rede geral,Rede coletora,0,NIS100399,-3.624694,-39.503615
FAM00400,Centro,Rua Principal,urbana,5,116,23.2,1,0,0,32,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100400,-3.622566,-39.505124
FAM00401,Novo Angelim,Rua do Comércio - Novo Angelim,urbana,5,729,145.8,1,0,0,37,Fundamental incompleto,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100401,-3.624645,-39.505594
FAM00402,Alto São João,Rua do Comércio - Alto São João,urbana,5,711,142.2,1,0,0,46,Fundamental completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100402,-3.625226,-39.502432
FAM00403,Centro,Rua da Escola - Centro,urbana,3,56,18.67,1,0,0,23,Médio completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100403,-3.62289,-39.504694
FAM00404,Novo Angelim,Avenida Central,urbana,6,428,71.33,1,0,0,67,Fundamental completo,Outra,Cisterna,Rede coletora,0,NIS100404,-3.623528,-39.50337
FAM00405,Barreiros,Rua José de Alencar - Barreiros,rural,3,187,62.33,1,0,0,47,Superior completo,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100405,-3.629877,-39.506887
FAM00406,Volta,Avenida Central,urbana,6,1317,219.5,1,0,0,21,Fundamental incompleto,Madeira,Rede geral,Rede coletora,0,NIS100406,-3.6246,-39.499834
FAM00407,Novo Angelim,Rua da Escola,urbana,4,594,148.5,1,0,0,31,Fundamental incompleto,Madeira,Rede geral,Rede coletora,0,NIS100407,-3.624752,-39.505369
FAM00408,Sítio Oiticica,Rua do Estádio,rural,3,204,68.0,0,0,0,36,Fundamental completo,Taipa não revestida,Rede geral,Vala a céu aberto,1,NIS100408,-3.619995,-39.508329
FAM00409,Novo Angelim,Rua da Escola - Novo Angelim,urbana,1,151,151.0,0,0,0,53,Não sabe ler/escrever,Alvenaria com revestimento,Poço,Fossa séptica,0,NIS100409,-3.62522,-39.503934
FAM00410,Bela Vista,Rua José de Alencar,urbana,4,909,227.25,0,0,0,40,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100410,-3.621344,-39.503102
FAM00411,Centro,Rua 7 de Setembro - Centro,urbana,7,83,11.86,1,0,0,38,Médio completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100411,-3.622167,-39.505126
FAM00412,Pedra Furada,Rua Francisco Ferreira Fonteneles - Pedra Furada,rural,5,47,9.4,0,0,0,23,Não sabe ler/escrever,Palha,Poço,Fossa rudimentar,0,NIS100412,-3.622973,-39.508747
FAM00413,Volta,Rua Nova - Volta,urbana,6,1748,291.33,0,0,0,25,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100413,-3.623247,-39.500818
FAM00414,Santa Maria,Rua Principal,rural,6,279,46.5,1,0,0,18,Fundamental completo,Taipa revestida,Poço,Vala a céu aberto,0,NIS100414,-3.621278,-39.508051
FAM00415,Centro,Rua Nossa Senhora,urbana,1,733,733.0,0,0,0,36,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100415,-3.62265,-39.505238
FAM00416,Centro,Rua Nova,urbana,3,404,134.67,1,0,0,32,Médio completo,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100416,-3.62285,-39.50498
FAM00417,Barreiros,Rua do Estádio - Barreiros,rural,4,148,37.0,1,0,0,71,Médio completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100417,-3.62935,-39.50641
FAM00418,Açude dos Vianas,Rua São Pedro - Açude dos Vianas,rural,3,1273,424.33,1,0,0,41,Fundamental completo,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100418,-3.627453,-39.501911
FAM00419,Baixa Grande,Rua Nova,rural,2,335,167.5,1,0,0,43,Fundamental completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100419,-3.629183,-39.503987
FAM00420,Itamaraty,Rua José de Alencar,urbana,3,349,116.33,1,0,0,63,Fundamental completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100420,-3.620955,-39.500276
